image_path,calories,fat,carbs,protein,name
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557862696.jpg,25.0,0.3,5.0,1.7999999999999998,cauliflower
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557862738.jpg,270.99999915254233,19.0,0.0,25.0,steak
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557862783.jpg,171.6976666666667,9.658527519379847,1.4922480620155039,19.54108527131783,"cauliflower, steak, chicken"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557862829.jpg,23.0,0.4,3.5999999999999996,2.9,spinach (raw)
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557863012.jpg,10.0,0.0,2.0,1.0,cucumbers
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557863056.jpg,160.00001063829788,15.0,9.000000000000002,2.0,avocado
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557863104.jpg,114.99999999999999,10.700000000000001,6.3,0.8,olives
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557863170.jpg,91.42254014084507,8.046479577464789,5.798590845070423,1.5957746478873238,"avocado, spinach (raw), cucumbers, olives"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557936555.jpg,155.49999895833332,10.5,1.2,12.5,eggs
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557936599.jpg,34.99999841269841,0.4,7.000000000000001,2.4,broccoli
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557936645.jpg,33.0,0.3,8.0,0.7000000000000001,strawberries
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937037.jpg,52.99999795918367,0.7000000000000001,12.0,1.2,raspberries
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937079.jpg,540.9999703703704,41.9999962962963,1.4000000000000001,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937157.jpg,131.08856088560884,8.163468265682656,5.424354612546126,8.98228745387454,"strawberries, broccoli, raspberries, eggs, bacon"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937335.jpg,124.10000263157895,0.2,29.400000000000006,1.6,yam
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937427.jpg,155.49999411764705,10.5,1.2,12.5,eggs
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937574.jpg,43.0,0.5,9.2,1.4000000000000001,blackberries
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937615.jpg,32.99999999999999,0.3,8.0,0.7,strawberries
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937715.jpg,52.999994871794875,0.7000000000000001,12.0,1.2,raspberries
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1557937758.jpg,83.42421640625,1.7671875,14.79062578125,2.7578125,"blackberries, strawberries, yam, raspberries, eggs"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558026623.jpg,36.00000120481928,0.1,9.0,0.5,honeydew melons
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558026684.jpg,33.9999985915493,0.19999999999999996,8.0,0.7999999999999998,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558026756.jpg,103.29213539325843,5.789325842696629,7.5764044943820235,5.541011235955056,"honeydew melons, cantaloupe, bacon"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558027001.jpg,30.000002941176472,0.1,7.6,0.6,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558027057.jpg,124.10000153846154,0.2,29.400001538461538,1.6,yam
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558027164.jpg,540.9999600000001,41.99999666666667,1.4000000000000001,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558027243.jpg,161.57361349693252,7.851533128834356,15.152147239263805,7.698159509202454,"deprecated, bacon, yam"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558028007.jpg,76.99999718309859,0.09999999999999998,17.0,2.0,potatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558028142.jpg,30.00000273972603,0.1,7.6,0.6,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558028194.jpg,132.58721104651164,6.920929651162791,10.470930232558139,7.1034883720930235,"bacon, deprecated, potatoes"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558028492.jpg,34.0,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558028606.jpg,30.0,0.1,7.600000000000001,0.6,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558028690.jpg,36.00000000000001,0.1,9.000000000000002,0.5,honeydew melons
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558028772.jpg,33.33333333333333,0.13177083333333334,8.208333333333332,0.6291666666666667,"deprecated, honeydew melons, cantaloupe"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558029148.jpg,36.000000925925924,0.1,9.000000000000002,0.5,honeydew melons
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558029230.jpg,76.99999565217391,0.1,17.00000086956522,1.9999999999999998,potatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558029278.jpg,540.9999703703704,41.9999962962963,1.4000000000000001,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558029324.jpg,109.4,4.625199599999999,11.8592012,5.132,"potatoes, bacon, honeydew melons"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558029518.jpg,124.10000630630628,0.2,29.3999990990991,1.6,yam
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558029842.jpg,34.000001492537315,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558029923.jpg,139.7754975,4.798,19.150999,5.2260005,"bacon, yam, cantaloupe"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558030182.jpg,76.99999431818182,0.1,17.0,2.0,potatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558030289.jpg,36.00000000000001,0.1,9.000000000000002,0.5,honeydew melons
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558030383.jpg,541.0000153846154,42.0,1.4000000000000001,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558030435.jpg,111.73755746606335,5.029411764705882,11.291402714932126,5.391402714932126,"honeydew melons, potatoes, bacon"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558030724.jpg,30.000001639344266,0.1,7.6,0.6,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558030832.jpg,124.10000694444446,0.2,29.399998611111112,1.6,yam
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558030910.jpg,540.9999600000001,42.0,1.4000000000000001,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558030971.jpg,36.000002040816334,0.1,9.0,0.5,honeydew melons
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031019.jpg,104.79289390862945,3.326903045685279,15.4436538071066,3.7121827411167514,"yam, bacon, deprecated, honeydew melons"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031133.jpg,124.10000909090908,0.2,29.400000000000006,1.6,yam
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031237.jpg,34.00000107526881,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031302.jpg,76.99999999999999,0.1,17.0,2.0,potatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031351.jpg,30.000000000000004,0.1,7.6,0.6,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031394.jpg,74.65723396226414,0.16383647798742138,17.445282389937105,1.330188679245283,"cantaloupe, deprecated, potatoes, yam"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031526.jpg,124.10000161290324,0.2,29.400001612903225,1.6,yam
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031566.jpg,541.0000153846154,42.0,1.4000000000000001,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031628.jpg,34.00000108695652,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558031675.jpg,138.26778,6.237777777777778,14.41777777777778,6.304444444444444,"yam, bacon, cantaloupe"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558032156.jpg,541.0000153846154,42.0,1.4000000000000001,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558109907.jpg,69.0000015873016,0.2,18.0,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558109945.jpg,52.0000006993007,0.2,0.3,13.999999999999998,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558109986.jpg,344.600016,27.3,4.199999999999999,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558110245.jpg,56.99999999999999,0.3,13.999999999999998,0.7,berries
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558110297.jpg,56.99999999999999,0.3,13.999999999999998,0.7,berries
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558110335.jpg,540.9999857142857,42.0,1.4000000000000001,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558110385.jpg,155.49999705882354,10.5,1.2,12.5,eggs
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558110436.jpg,124.10000724637682,0.2,29.39999855072464,1.6,yam
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558110478.jpg,127.60186024844722,4.2242236024844715,17.349067701863355,5.155901242236024,"eggs, berries, bacon, yam"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558113154.jpg,68.9999962962963,0.2,18.000000000000004,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558113255.jpg,34.0,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558113304.jpg,141.18342800000002,8.933142857142856,13.68971485714286,4.595428571428571,"grapes, cantaloupe, almonds"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558113430.jpg,27.999999999999996,0.4,5.3,2.1999999999999997,mixed greens
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558113941.jpg,380.62822435897436,31.874358974358973,16.453847435897437,15.148719230769231,"mixed greens, almonds"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114086.jpg,52.0000006993007,0.2,0.3,13.999999999999998,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114145.jpg,69.0,0.2,18.000001204819277,0.7,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114209.jpg,34.0,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114284.jpg,51.33861107594936,0.2,7.142088607594936,6.747151582278481,"deprecated, grapes, cantaloupe"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114441.jpg,344.600016,27.3,4.199999999999999,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114569.jpg,69.0,0.2,18.0,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114609.jpg,338.06125625,25.764375,9.155000625000001,18.212500625,"grapes, sausage, almonds, bacon"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114875.jpg,52.0000006993007,0.2,0.3,13.999999999999998,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558114937.jpg,28.000000000000004,0.4,5.3,2.2,mixed greens
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115047.jpg,96.08490424528301,4.8971698113207545,3.568867924528302,12.065094811320755,"mixed greens, almonds, deprecated"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115241.jpg,77.0000009009009,0.1,17.0000009009009,2.0,potatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115282.jpg,51.99999791666667,0.2,0.3,14.000000000000002,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115364.jpg,155.03514696485624,8.629073162939296,8.467731629392972,12.607028434504794,"potatoes, deprecated, almonds, bacon"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115448.jpg,69.00000106382979,0.2,18.000000000000004,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115512.jpg,344.60001111111114,27.299999206349206,4.199999999999999,19.300000793650792,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115601.jpg,77.0000009009009,0.1,17.0000009009009,2.0,potatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115641.jpg,176.59395800604227,10.482477039274924,12.411480664652567,8.216314501510574,"grapes, sausage, potatoes"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115825.jpg,68.99999838709677,0.2,18.000001612903223,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115915.jpg,344.60001864406775,27.299999999999997,4.2,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558115960.jpg,77.0,0.1,17.0,2.0,potatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116001.jpg,255.51883721973093,17.680268161434974,12.520628251121076,12.714350224215245,"almonds, grapes, sausage, bacon, potatoes"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116090.jpg,34.000001098901095,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116146.jpg,68.99999639639638,0.2,18.000000900900904,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116201.jpg,344.5999989010989,27.3,4.2,19.299999999999997,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116298.jpg,232.25298342391307,16.94891358695652,13.072554891304348,9.746740217391304,"cantaloupe, almonds, grapes, sausage"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116399.jpg,28.000000000000004,0.4,5.3,2.2,mixed greens
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116436.jpg,541.000005882353,42.0,1.4,37.0,bacon
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116486.jpg,68.99999649122807,0.2,18.0,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558116547.jpg,51.99999791666667,0.2,0.3,14.000000000000002,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558122583.jpg,76.99999508196721,0.1,17.0,2.0,potatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558122740.jpg,85.57565592105263,2.5338815789473683,7.442434868421052,9.414144407894737,"grapes, mixed greens, deprecated, potatoes, bacon"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558372433.jpg,52.0000006993007,0.2,0.3,13.999999999999998,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558372650.jpg,69.0,0.2,18.000001204819277,0.7,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558372695.jpg,344.6000209302326,27.3,4.2,19.299999999999997,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558372771.jpg,168.04179581993571,10.604824115755628,8.588103536977492,12.3176845659164,"deprecated, grapes, sausage, almonds"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373008.jpg,344.60001917808216,27.300001369863015,4.199999999999999,19.30000136986301,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373074.jpg,51.99999718309859,0.19999999999999996,0.3,13.999999295774648,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373159.jpg,303.39432215568866,23.68802275449102,9.133233832335328,18.15119760479042,"sausage, deprecated, almonds"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373284.jpg,344.6000088495575,27.300000884955754,4.2,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373352.jpg,69.0,0.2,18.0,0.7,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373405.jpg,34.0,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373492.jpg,273.3015323076923,20.54430676923077,13.012308,11.986769538461537,"cantaloupe, almonds, sausage, grapes"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373639.jpg,27.999999999999996,0.4,5.300000000000001,2.1999999999999997,mixed greens
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558373687.jpg,344.6,27.300001123595507,4.2,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558375506.jpg,51.99999718309859,0.19999999999999996,0.3,13.999999295774648,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558375583.jpg,153.83824820717132,9.825099999999999,2.0812749003984066,14.939044621513945,"mixed greens, sausage, deprecated"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558375732.jpg,69.00000151515151,0.2,18.000000000000004,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558375833.jpg,344.6000141304348,27.30000108695652,4.199999999999999,19.300001086956524,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558375886.jpg,379.2458873646209,30.380144404332132,15.435740072202165,16.200001444043323,"almonds, sausage, grapes"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376306.jpg,344.5999990740741,27.30000092592593,4.199999999999999,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376364.jpg,69.0000028169014,0.19999999999999996,18.000001408450707,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376437.jpg,34.0,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376483.jpg,272.23334407407407,20.534814814814816,11.94074148148148,12.333704814814816,"cantaloupe, almonds, grapes, sausage"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376734.jpg,344.60001666666665,27.300001666666667,4.2,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376768.jpg,52.0000006993007,0.2,0.3,13.999999999999998,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376801.jpg,28.000000000000004,0.4,5.300000000000001,2.2,mixed greens
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376938.jpg,69.00000135135134,0.2,18.00000135135135,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558376984.jpg,191.90801142857143,13.024000000000003,8.637142857142857,12.982858857142856,"almonds, deprecated, sausage, mixed greens, grapes"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558377105.jpg,344.6000088495575,27.300000884955754,4.2,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558378516.jpg,68.99999925373133,0.2,18.000000746268654,0.7,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558378634.jpg,277.76698507936504,20.564126984126986,14.064126349206349,12.056825396825396,"grapes, almonds, sausage"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558379128.jpg,69.0,0.2,18.0,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558379273.jpg,344.60000757575756,27.3,4.199999999999999,19.3,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558379324.jpg,34.0,0.2,8.0,0.8,cantaloupe
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558379391.jpg,270.87985336322873,20.600896412556054,12.943496860986548,11.675785201793722,"cantaloupe, sausage, almonds, grapes"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558379588.jpg,52.0000006993007,0.2,0.3,13.999999999999998,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558379639.jpg,344.6000232142857,27.3,4.199999999999999,19.300000892857145,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558379876.jpg,307.0189778074866,24.001871122994654,8.595187165775402,18.259893048128344,"deprecated, sausage, almonds"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558380014.jpg,68.99999925373133,0.2,18.000000746268654,0.7,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558380152.jpg,52.0000006993007,0.2,0.3,13.999999999999998,deprecated
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558380181.jpg,119.78786102236423,5.870287220447285,10.45399392971246,9.272204153354632,"almonds, deprecated, grapes"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558380414.jpg,69.00000192307692,0.2,18.000001923076926,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558380527.jpg,344.6000232142857,27.3,4.199999999999999,19.300000892857145,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558380557.jpg,329.86795660377356,25.679246226415092,11.77358537735849,15.439623584905663,"grapes, almonds, sausage"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558380804.jpg,27.999999999999996,0.4,5.3,2.1999999999999997,mixed greens
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558381084.jpg,69.0,0.2,18.0,0.7000000000000001,grapes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558381143.jpg,344.6,27.299999999999997,4.2,19.299999999999997,sausage
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558381206.jpg,223.78300653594772,16.067318954248368,11.59281045751634,10.244444444444444,"grapes, almonds, sausage, mixed greens"
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558381665.jpg,35.0,0.4,6.999999999999999,2.4,broccoli
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558381708.jpg,31.0,0.1,6.999999999999999,1.7999999999999998,green beans
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558381742.jpg,114.99999558823528,10.7,6.3,0.8,olives
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558381819.jpg,34.0,0.7000000000000001,6.800000000000001,0.7000000000000001,tomatoes
/content/drive/MyDrive/Colab Notebooks/Capstone/hf_food_images/dish_1558381840.jpg,164.99999710144928,3.5999999999999996,0.0,30.99999855072464,chicken
